"ogc_fid","trip_count","wkb_geometry"
8,49,"MULTIPOLYGON (((586405.4865213311 4508455.688989694, 586373.10169091 4508396.718670269, 586367.9722995504 4508387.366695991, 586363.0039296981 4508378.131497735, 586359.3491220182 4508371.337971071, 586356.1389236795 4508365.371065461, 586352.6993085279 4508358.977600349, 586346.9458988875 4508348.283015012, 586342.895673543 4508340.754563564, 586338.9740730012 4508333.465142828, 586331.1385379778 4508319.482191716, 586310.6236944472 4508281.137462006, 586307.8070266867 4508275.951903336, 586303.3429934739 4508267.733849237, 586300.6337690181 4508262.746236523, 586297.7474369752 4508257.432574224, 586294.8035764436 4508252.012874612, 586092.8566725898 4508361.026572682, 586040.7125081049 4508389.13705842, 586011.6396552736 4508404.810088061, 585892.4636719673 4508469.056953369, 585928.813895234 4508536.829616352, 585965.3713848426 4508604.3177792765, 586002.6815217141 4508672.401734193, 586069.242566393 4508636.704422455, 586076.0514754863 4508633.0526977405, 586150.3162156385 4508593.238351816, 586154.9281295765 4508590.765841497, 586159.7299649807 4508588.191506447, 586164.8538375943 4508585.444537927, 586169.5607394841 4508582.921180506, 586202.525153915 4508565.248430592, 586213.4650014999 4508559.34348532, 586218.715669796 4508556.509465594, 586223.8347227923 4508553.7464090325, 586228.9574049591 4508550.981515227, 586234.4859218107 4508547.997495881, 586239.5985008555 4508545.237843425, 586244.4369531602 4508542.626391385, 586249.7684306693 4508539.74861647, 586255.4215661178 4508536.697217933, 586260.7746953447 4508533.807804616, 586266.333753577 4508530.807319049, 586271.5197833733 4508528.008216983, 586276.5796076617 4508525.277033661, 586282.4439863202 4508522.111758809, 586287.9122254552 4508519.160270261, 586293.775556637 4508515.995522687, 586405.4865213311 4508455.688989694)))"
1011,48,"MULTIPOLYGON (((586785.0680142244 4516260.0904891975, 586769.0882407221 4516230.552642834, 586765.5114174042 4516223.941061098, 586747.2592059635 4516190.202896744, 586709.3070196743 4516119.906750911, 586671.5626221345 4516049.800930692, 586633.7383889495 4515979.682215601, 586556.4946116009 4516021.524519339, 586554.1451468046 4516022.797211661, 586522.2088713602 4516040.096717593, 586513.3723222946 4516044.71388062, 586504.0793791823 4516049.589537459, 586392.4588651605 4516109.53027015, 586323.4292220215 4516146.574277505, 586258.9516294255 4516182.344010082, 586247.9142329855 4516188.363775136, 586116.9078453083 4516255.150490305, 586076.1088490029 4516276.841136531, 586068.3626350907 4516280.809637556, 586061.6811670035 4516284.241290762, 586047.9552955833 4516291.523104057, 586110.5823017857 4516410.392408868, 586193.0170381382 4516567.798453163, 586195.3197138197 4516566.800832559, 586238.2274689074 4516546.5629991, 586259.5848418748 4516537.16448635, 586267.8742771778 4516532.676459997, 586277.7594709032 4516527.946151212, 586293.8998086393 4516520.506721151, 586306.5627969678 4516514.824122701, 586344.7437291759 4516497.787367773, 586356.9916445478 4516491.173296403, 586367.4742342276 4516485.512514677, 586482.9995701715 4516423.076561095, 586543.3364205109 4516390.4672431275, 586597.8826282552 4516360.907494875, 586655.305834533 4516330.234767228, 586664.7475753741 4516324.972702738, 586673.0934674686 4516320.163026505, 586785.0680142244 4516260.0904891975)))"
74,47,"MULTIPOLYGON (((587366.3638531176 4513718.157854447, 587328.72184958 4513648.068347639, 587291.0624910654 4513578.270568706, 587253.3237519169 4513508.247014974, 587215.7752563326 4513438.197426826, 587177.8285751143 4513368.517452795, 587140.4878671747 4513298.305394425, 587102.6410353618 4513228.463617129, 587093.8849924037 4513233.300666431, 586965.8679553303 4513302.113841153, 586829.8761967181 4513375.949671209, 586867.67150295 4513445.608305886, 586904.500781039 4513516.130380068, 586942.2697401571 4513585.516372978, 586967.7597173403 4513632.355644918, 586980.2530014621 4513655.312792385, 587018.2782997658 4513725.72360459, 587056.548932375 4513794.507606727, 587093.5575988101 4513864.9877989255, 587229.9338428531 4513792.221885758, 587357.8893925707 4513722.758104586, 587366.3638531176 4513718.157854447)))"
23,47,"MULTIPOLYGON (((584507.4526451859 4508010.054860187, 584463.2817699984 4507935.924925004, 584414.131777108 4507981.233053984, 584350.8947658577 4508039.4865846895, 584339.9837870634 4508049.486983493, 584298.7119137454 4508087.314458978, 584328.5936802423 4508134.634836573, 584336.8441697996 4508147.65793093, 584400.2121384819 4508248.585891322, 584467.2011135928 4508355.039810643, 584553.6129099999 4508492.5384199135, 584624.255762334 4508453.542661558, 584697.1723953626 4508414.168775489, 584674.903612363 4508319.369404512, 584654.0879169398 4508251.047955381, 584582.0706028312 4508133.569542694, 584523.0897538157 4508036.133528444, 584507.4526451859 4508010.054860187)))"
93,47,"MULTIPOLYGON (((588647.7184807092 4514983.869654132, 588849.2249878363 4514875.862595233, 588811.3320712809 4514805.770870063, 588773.3975186741 4514735.297770881, 588572.1906786829 4514844.299992529, 588382.0982697671 4514946.73032351, 588419.414149828 4515017.529221657, 588457.643844164 4515086.927894351, 588559.1584992653 4515032.167302442, 588647.7184807092 4514983.869654132)))"
72,47,"MULTIPOLYGON (((585425.8684663494 4512584.68200722, 585387.501076181 4512514.729594401, 585350.1471681414 4512444.27881276, 585312.5644716542 4512374.250349987, 585271.7619646321 4512299.0064873, 585030.3268641115 4512429.074946286, 585071.3244194549 4512504.489517599, 585108.6894434277 4512574.218006421, 585146.2462149817 4512644.064248168, 585185.0915734993 4512715.521766905, 585425.8684663494 4512584.68200722)))"
56,47,"MULTIPOLYGON (((587103.867290135 4512581.867824763, 587068.4167957 4512510.533324508, 587030.793422986 4512441.252992643, 586992.8704890579 4512370.800564844, 586955.3195601164 4512301.129087711, 586916.8511951305 4512231.517250119, 586880.0837018128 4512161.344959824, 586842.2569442 4512090.7875692, 586706.0926499516 4512164.380152835, 586635.2782815178 4512202.746844443, 586577.9496896372 4512233.830062542, 586568.5390889666 4512238.905636975, 586606.2921029205 4512308.564199044, 586644.1054586777 4512378.804385422, 586681.7600070873 4512448.418011674, 586719.4185110552 4512518.560467868, 586757.1644505485 4512588.051085147, 586795.1592697476 4512658.598358033, 586832.6109907686 4512728.288600322, 586841.7522143009 4512723.336975049, 586970.0546670954 4512653.853043986, 587103.867290135 4512581.867824763)))"
991,46,"MULTIPOLYGON (((585163.4097167787 4509467.262217101, 585125.2112520305 4509403.334633912, 585084.8247094556 4509339.024147041, 585013.3149055451 4509377.488148388, 584945.7144900418 4509269.33336737, 584905.6777178904 4509205.385935432, 584863.0204958454 4509138.815204909, 584799.1027592409 4509179.135224239, 584734.4708194826 4509219.663013771, 584776.688315021 4509287.094587987, 584818.2585568558 4509349.736902244, 584698.1512060023 4509425.37004312, 584725.8719559604 4509475.360731809, 584749.6037205205 4509519.673243327, 584785.8341731835 4509586.059821822, 584820.9201139861 4509651.848547718, 584874.6712282018 4509622.910292322, 584963.3590809463 4509575.163000356, 584984.0555596488 4509563.99994374, 585163.4097167787 4509467.262217101)))"
2105,44,"MULTIPOLYGON (((587651.6525820566 4512095.775243183, 587609.6727968318 4512030.979352395, 587604.8479798721 4512023.270996315, 587601.664668373 4512025.211255974, 587563.8695326328 4511967.281468346, 587546.4335412567 4511940.556870655, 587548.8547466776 4511938.031074838, 587524.6576964556 4511901.0740706185, 587476.9435733734 4511830.7401957605, 587396.1315836884 4511711.618040837, 587391.0936436042 4511719.555794649, 587386.4324714593 4511731.487578666, 587382.8572105919 4511743.845323995, 587366.8044224961 4511721.615697844, 587353.3125872002 4511720.999099657, 587351.9710783634 4511726.388481304, 587358.6111607291 4511733.8725618115, 587351.3452579734 4511735.972049806, 587344.9297739329 4511735.151882285, 587343.9066655734 4511735.180269223, 587336.2509627582 4511736.50759943, 587211.6929003584 4511801.054132165, 587200.0561615969 4511807.1550607635, 587195.9115165857 4511809.319310561, 587192.7647575248 4511811.0260089375, 587182.3830957739 4511816.659408261, 587201.8153143756 4511829.832729322, 587215.0673495574 4511855.618547739, 587225.2402105534 4511875.414772309, 587228.6641323639 4511881.378686023, 587233.2137171387 4511878.897862164, 587239.5388883005 4511890.505725459, 587249.7342551035 4511908.080188896, 587254.3068698832 4511915.874642763, 587271.1297629958 4511949.780170183, 587309.1939814654 4512019.864323352, 587346.8064140829 4512089.68139087, 587384.3625985674 4512159.602784638, 587422.448523215 4512229.530226914, 587514.5619773938 4512180.462567835, 587611.5295986378 4512128.809119657, 587625.4469221126 4512119.544944986, 587639.3641705189 4512110.280843273, 587643.7520337728 4512106.166714659, 587647.6577146564 4512101.729343952, 587651.6525820566 4512095.775243183)))"
989,44,"MULTIPOLYGON (((584423.4186047114 4505300.88463739, 584408.8453384342 4505276.579503968, 584234.3018403638 4505353.283911865, 584265.5342423865 4505418.495693469, 584285.1634887204 4505457.533274702, 584466.0083472301 4505376.783890309, 584430.2109138728 4505312.2127774805, 584423.4186047114 4505300.88463739)), ((584449.6223835774 4505608.260003869, 584520.7760138931 4505579.071560923, 584525.893564167 4505589.604753055, 584521.1057482664 4505591.9310221, 584523.9025784315 4505597.200290509, 584536.3565023409 4505590.6761067845, 584528.4636668101 4505572.969225508, 584530.9514226931 4505570.513720814, 584526.9182924182 4505556.111952297, 584444.8933468258 4505594.187515917, 584449.6223835774 4505608.260003869)), ((584621.8689754048 4505722.444622507, 584581.3152953918 4505621.428922596, 584396.3665060158 4505702.662375219, 584442.7196068894 4505797.506204327, 584621.8689754048 4505722.444622507)), ((583652.9665282047 4506456.625157192, 583677.922893197 4506429.441073497, 583710.0709835191 4506389.967927482, 583717.9360577293 4506380.707077593, 583756.0840277423 4506338.148567616, 583805.9163197484 4506283.238638212, 583814.8515884106 4506273.329760081, 583817.0787858927 4506270.982704348, 583819.8136623922 4506268.470466068, 583833.4190785268 4506262.057658537, 583836.1025617903 4506260.841461553, 583832.7566384239 4506253.591013421, 583828.4258305596 4506244.783055275, 583806.8296905095 4506227.136852185, 583772.880739621 4506199.221508266, 583710.1909266538 4506147.3705524765, 583707.5310386699 4506146.11698411, 583695.0219039879 4506141.226668195, 583745.9470635867 4506054.072409464, 583825.1993520419 4506100.278359576, 583839.3410558559 4506076.022362205, 583760.0380899454 4506029.787865977, 583776.1364341086 4506002.175903273, 583753.3811230718 4505988.909201956, 583670.2916294935 4506130.657818235, 583546.4809058491 4506086.719602903, 583535.9372958896 4506086.291268956, 583542.3348393822 4506066.865031466, 583526.9841167426 4506063.829905161, 583534.0061667319 4506041.105483585, 583540.8299658083 4506043.43757461, 583545.2145735045 4506031.521480423, 583546.2214280796 4506026.850042869, 583542.708829114 4506025.309421563, 583544.0198460736 4506021.437388227, 583544.080111115 4506019.755687919, 583545.3168746426 4506019.846486633, 583547.3004448176 4506015.381623339, 583547.0083000889 4506014.389168685, 583548.9190025314 4506009.36033701, 583550.8065281108 4506007.604488697, 583549.6299104168 4506006.486224885, 583550.4527111385 4506004.410965054, 583551.5789457888 4506004.311819268, 583552.7837414513 4506002.016753147, 583551.4560967027 4506001.220689472, 583551.8917495538 4505999.505841086, 583552.9221641079 4506000.104236807, 583554.7625175782 4505997.036793138, 583553.2182631287 4505995.765813379, 583555.8395271117 4505989.172640514, 583557.7047074572 4505989.3324524565, 583558.6748686533 4505988.338762015, 583558.6255275994 4505987.121308479, 583556.8270926477 4505985.0928203715, 583559.2522759287 4505979.427009418, 583560.4462586087 4505980.031154155, 583562.2028082858 4505976.680759221, 583560.6070108061 4505975.547494583, 583570.8736005701 4505951.36440588, 583569.704437125 4505948.542265928, 583568.3853628015 4505947.775928075, 583565.2738136728 4505951.967101897, 583558.3486188576 4505971.49989554, 583551.9982786018 4505989.853065881, 583548.4810069063 4506001.108150648, 583545.8222565316 4506008.349181548, 583543.2023743532 4506015.2375910245, 583540.6590662149 4506021.5620964775, 583539.2089409516 4506024.934745516, 583521.6922902231 4506019.581660032, 583526.6084953971 4505996.976126305, 583527.0941750901 4505991.546094309, 583526.129583419 4505989.4166015275, 583524.0968641166 4505988.1228204705, 583521.8419334989 4505987.815155548, 583520.0710181352 4505988.2888365425, 583518.916696868 4505990.5351712555, 583515.6337897024 4505999.816543249, 583512.4340023163 4506008.039019006, 583509.5265527389 4506015.34815475, 583490.4594704225 4506010.144290923, 583492.9849733915 4506004.779400594, 583494.4849845476 4506001.666217031, 583496.020900317 4505995.4902889915, 583498.9876677438 4505986.401258668, 583500.8648768249 4505979.496342667, 583500.5576856264 4505977.229410185, 583499.1104535774 4505975.6144129895, 583495.177403234 4505975.969502125, 583493.0219555366 4505978.0754201105, 583491.0946623082 4505977.787516984, 583488.897633319 4505983.55619105, 583486.649577411 4505987.992451056, 583482.4006351421 4505998.532482969, 583481.7098884307 4506000.721992454, 583480.4560433304 4506005.5696141105, 583479.9788699063 4506006.562945743, 583468.3786750993 4506002.647745597, 583460.3750540958 4505999.946297454, 583460.5302070052 4505998.083575305, 583461.9435401272 4505990.9074147185, 583464.6300560322 4505983.07999751, 583470.0442252924 4505966.4287278075, 583476.301401203 4505949.68016555, 583480.5193388703 4505936.424427915, 583474.3172686205 4505930.149390699, 583471.7155063781 4505928.603087279, 583465.0857470577 4505929.699355262, 583460.9705246119 4505933.926530791, 583457.5904299055 4505940.161423226, 583454.9540846293 4505947.713589174, 583453.6860604417 4505950.112572789, 583448.129736644 4505959.837893373, 583446.5584067818 4505964.644777307, 583441.026282974 4505978.299436836, 583437.2281163165 4505987.975767897, 583434.690576355 4505992.90963889, 583417.659762617 4505987.2010984, 583418.0101535602 4505980.6567344, 583421.2352630725 4505963.804602513, 583423.5421136664 4505951.905815141, 583424.7302305069 4505944.406222585, 583424.842364036 4505940.615435232, 583422.5878542431 4505938.867287295, 583416.5558498199 4505935.834326568, 583413.6522837875 4505936.559126711, 583410.8553485807 4505940.043382122, 583406.1810783071 4505947.98623204, 583400.9092711012 4505956.955953436, 583397.6028420023 4505962.77787562, 583394.8457433946 4505968.812889552, 583393.4931197928 4505972.588644927, 583391.4930555667 4505978.700292393, 583391.1154496096 4505981.660237434, 583383.2481044686 4505980.729955792, 583374.3521737715 4505979.67787867, 583374.0520115 4505975.74448738, 583374.1932318344 4505963.338184292, 583375.8482388556 4505948.191708189, 583377.3099135017 4505934.835671583, 583382.102771346 4505910.41928715, 583383.2870285208 4505903.263620135, 583382.5606578097 4505900.498022033, 583380.6539550984 4505898.407781574, 583374.796839484 4505898.273225052, 583372.4159188751 4505901.485221718, 583371.2607427911 4505906.090970272, 583370.0491581371 4505915.658831619, 583369.0443859294 4505925.228991278, 583368.246374031 4505934.732502403, 583366.7982352106 4505949.881332984, 583366.202782062 4505953.803487901, 583364.8194765584 4505960.268151617, 583360.3398134845 4505978.345676029, 583342.443078242 4505976.074462691, 583343.0091635194 4505962.708232494, 583342.9214808784 4505952.228834332, 583341.3079594998 4505942.559887881, 583338.9131987501 4505934.95052966, 583334.3999671149 4505931.727944126, 583332.3998541593 4505932.228086198, 583326.8993559221 4505936.776318625, 583327.9033252778 4505937.990447011, 583329.5698881539 4505940.798737217, 583332.0705654972 4505950.084879304, 583335.5786459834 4505948.684193589, 583336.2758468101 4505955.677332935, 583338.6563913305 4505955.92639025, 583338.8606628475 4505957.48031328, 583336.2569242405 4505957.339695213, 583336.2686090989 4505963.6054012915, 583338.8647269906 4505964.410602901, 583338.6880595081 4505965.351409281, 583336.0296456518 4505965.099188943, 583336.2320969335 4505971.642907382, 583339.2771706298 4505972.010564757, 583339.3097615391 4505974.062287043, 583334.4359910236 4505973.618890979, 583333.9813888996 4505978.609502638, 583336.732467916 4505978.800806194, 583334.5049787916 4505994.35462816, 583340.1343158508 4505995.160469862, 583335.7290370665 4506027.2513175, 583302.4419744443 4506032.55205835, 583269.5131905061 4506047.913897735, 583322.9376358686 4506041.585580423, 583321.5593656958 4506048.5358447395, 583319.4022896932 4506055.987170863, 583313.6630300358 4506067.680925597, 583299.4374399447 4506092.479083694, 583296.165862579 4506141.852208606, 583296.3301974771 4506143.099599717, 583296.6659263939 4506144.31214936, 583297.1665616762 4506145.466426127, 583297.8224290096 4506146.540124682, 583298.5664118045 4506147.817227267, 583299.8242965878 4506149.451342731, 583301.311885981 4506150.879518242, 583302.9958869981 4506152.0697905235, 583304.8386108592 4506152.995520685, 583306.798816489 4506153.635990424, 583307.8035393094 4506153.712313427, 583308.7831558237 4506153.948204583, 583309.712490572 4506154.337601652, 583310.5676603036 4506154.870497415, 583311.3266877541 4506155.533196811, 583311.97006645 4506156.308668937, 583312.4812620085 4506157.176984706, 583312.8471370605 4506158.115829006, 583313.0582888728 4506159.101074195, 583313.1092909918 4506160.107400167, 583312.998832699 4506161.108945043, 583312.0487150974 4506170.958728905, 583310.5734287109 4506189.705679235, 583278.7848530004 4506226.151672176, 583273.9187862214 4506232.958587245, 583269.6648844106 4506240.163933668, 583266.0555620785 4506247.71280705, 583263.1182834512 4506255.547682267, 583260.8754687767 4506263.608864403, 583259.3442081946 4506271.834927622, 583262.00161486 4506321.616835402, 583272.5057703964 4506413.513917357, 583272.6189971113 4506417.078113263, 583272.1410915692 4506420.611938251, 583271.0851767267 4506424.017964097, 583269.48040445 4506427.202406611, 583277.6447541881 4506429.661971049, 583355.5945954628 4506428.659990587, 583350.2421820151 4506481.588971715, 583347.7529806668 4506500.1889079, 583347.0033251924 4506519.062783134, 583348.0257317709 4506537.966707878, 583350.8083074087 4506556.6498145815, 583355.2897278618 4506574.872260092, 583417.2090957417 4506675.103620671, 583426.2872210487 4506677.175370451, 583471.072511994 4506651.766713573, 583529.1403837709 4506622.147158637, 583582.1554053484 4506597.502577802, 583606.76096617 4506586.064476433, 583641.6008274808 4506569.868672454, 583631.2518561257 4506518.106697159, 583632.4123134734 4506497.746948657, 583652.9665282047 4506456.625157192)))"
